project_name,commit_id,github_address,is_bug_fix
vert-x3__vertx-web,7684b1239bc8d61ef646a1d54e2dec594b70938e,https://github.com/vert-x3/vertx-web/commit/7684b1239bc8d61ef646a1d54e2dec594b70938e,bug-fix
openmrs__openmrs-module-webservices.rest,41cb352441795b6bee92119c94f86d04f369beb5,https://github.com/openmrs/openmrs-module-webservices.rest/commit/41cb352441795b6bee92119c94f86d04f369beb5,dont-know
brettwooldridge__HikariCP,832b3a571fb9b086fe735cd05984dd890cf3e985,https://github.com/brettwooldridge/HikariCP/commit/832b3a571fb9b086fe735cd05984dd890cf3e985,bug-fix
HubSpot__Baragon,7407103847d75ce1f87ca02c7e8a7344fc868303,https://github.com/HubSpot/Baragon/commit/7407103847d75ce1f87ca02c7e8a7344fc868303,bug-fix
spring-cloud__spring-cloud-gcp,aa401772f653c9e62be506ad56f19daef9e960d6,https://github.com/spring-cloud/spring-cloud-gcp/commit/aa401772f653c9e62be506ad56f19daef9e960d6,not-bug-fix
INRIA__spoon,8e988d86b19f94686cfcdcac6609626d7d10a204,https://github.com/INRIA/spoon/commit/8e988d86b19f94686cfcdcac6609626d7d10a204,dont-know
vkostyukov__la4j,4782b2c530f9b9bc328acda4fc264fe19b9f15c9,https://github.com/vkostyukov/la4j/commit/4782b2c530f9b9bc328acda4fc264fe19b9f15c9,not-bug-fix
ctripcorp__apollo,df4165c7574c1f8c2e84afff9f4172085018eb53,https://github.com/ctripcorp/apollo/commit/df4165c7574c1f8c2e84afff9f4172085018eb53,bug-fix
swagger-api__swagger-codegen,c7f595fc915025236dad228bff9c4fdc3138c993,https://github.com/swagger-api/swagger-codegen/commit/c7f595fc915025236dad228bff9c4fdc3138c993,bug-fix
apache__incubator-servicecomb-java-chassis,5c401de453d8d939b38d984f2004e603406c9647,https://github.com/apache/incubator-servicecomb-java-chassis/commit/5c401de453d8d939b38d984f2004e603406c9647,bug-fix
openmrs__openmrs-module-webservices.rest,9b288deb595f1f3850fea09cd4dfc687161cf812,https://github.com/openmrs/openmrs-module-webservices.rest/commit/9b288deb595f1f3850fea09cd4dfc687161cf812,bug-fix
swagger-api__swagger-codegen,b0c776bbea54d2a5550c50e00c67646c9e618ae9,https://github.com/swagger-api/swagger-codegen/commit/b0c776bbea54d2a5550c50e00c67646c9e618ae9,bug-fix
ctripcorp__apollo,293dbd1c0882b4acf56abf5c6525b4002670b0df,https://github.com/ctripcorp/apollo/commit/293dbd1c0882b4acf56abf5c6525b4002670b0df,bug-fix
HubSpot__Baragon,1d76fcc11df408e6e5ca13eb7284a06b83c15616,https://github.com/HubSpot/Baragon/commit/1d76fcc11df408e6e5ca13eb7284a06b83c15616,not-bug-fix
swagger-api__swagger-codegen,0ac1ef266f56fab222eb5868d4f5a569f41a36ba,https://github.com/swagger-api/swagger-codegen/commit/0ac1ef266f56fab222eb5868d4f5a569f41a36ba,not-bug-fix
swagger-api__swagger-codegen,85aabbe8102847939948c995318eae4a7301f01b,https://github.com/swagger-api/swagger-codegen/commit/85aabbe8102847939948c995318eae4a7301f01b,bug-fix
webfirmframework__wff,65cec055594b39c9f0ace6328ca028a25d7f97eb,https://github.com/webfirmframework/wff/commit/65cec055594b39c9f0ace6328ca028a25d7f97eb,bug-fix
